employee_id,first_name,last_name,salary,hire_date,department_id,manager_id
475,Derek,Garcia,87369.56,2019-12-02,16,218.0
476,David,Kennedy,46915.13,2018-08-18,44,73.0
477,Travis,Hines,65340.4,2018-07-19,1,303.0
478,Travis,King,100696.45,2020-11-01,23,394.0
479,Tyrone,West,44103.57,2020-12-04,22,8.0
480,Jeffrey,Larson,76972.37,2016-11-24,21,400.0
481,Elizabeth,Kim,106023.98,2015-11-05,4,384.0
482,Geoffrey,Johnson,62612.07,2021-11-09,49,271.0
483,James,Krueger,92570.98,2019-05-29,18,77.0
484,Christina,Clark,55273.91,2016-08-30,33,306.0
485,Wanda,Serrano,40738.82,2016-11-28,41,130.0
486,Victoria,Warren,113934.38,2021-12-14,41,109.0
487,Sherry,Harris,56114.71,2022-12-06,18,52.0
488,Tonya,Schultz,87504.92,2023-01-23,21,64.0
489,Kathryn,Bray,62875.16,2016-08-17,1,455.0
490,Travis,Lee,109235.23,2020-05-10,2,151.0
491,Allison,Vasquez,97554.2,2020-05-28,31,230.0
492,Jennifer,Bass,65514.38,2024-06-04,5,468.0
493,Dorothy,Chambers,47358.49,2017-06-07,26,275.0
494,Dana,Massey,78720.11,2022-09-07,11,293.0
495,Susan,Wagner,65536.02,2021-09-25,43,431.0
496,James,Olson,110653.28,2025-07-05,1,279.0
497,Shannon,Hamilton,58359.17,2024-07-18,3,222.0
498,Jesse,Dennis,87015.13,2023-10-18,7,43.0
499,Margaret,Daniels,106919.96,2022-03-12,5,89.0
500,Erin,Moran,88623.39,2020-08-18,22,297.0
501,Marissa,Robertson,107609.83,2018-09-24,19,488.0
502,Andrew,Mcdonald,90619.72,2018-06-11,8,187.0
503,Allison,Myers,56731.03,2023-01-18,18,436.0
504,James,Singh,89153.24,2022-12-29,26,43.0
505,Samuel,Santana,66166.36,2018-04-25,12,79.0
506,Judy,Clark,46255.42,2019-10-31,25,393.0
507,Diana,Lee,48636.92,2019-08-09,42,98.0
508,Cameron,Brown,98979.95,2017-02-17,47,403.0
509,Melissa,Davis,83310.27,2021-07-08,38,68.0
510,Michael,Hernandez,89642.58,2025-05-02,28,354.0
511,Marissa,Jackson,110693.73,2017-11-10,46,220.0
512,Dale,Bishop,65057.18,2016-05-18,47,221.0
513,Travis,Jackson,94268.56,2025-07-05,1,237.0
514,Amy,Williams,42904.75,2019-11-02,21,94.0
515,Kenneth,Lopez,33630.29,2017-08-12,2,344.0
516,Peter,Williams,96503.68,2023-01-09,29,349.0
517,Marissa,Monroe,107686.85,2024-03-06,2,56.0
518,Jessica,Wilkins,56065.66,2020-09-10,1,329.0
519,Marissa,Moore,97342.83,2016-08-22,17,509.0
520,Adrienne,Finley,106060.13,2022-02-13,2,192.0
521,Rose,Davis,61739.86,2022-03-27,22,8.0
522,Brian,Horton,45242.97,2021-08-03,47,58.0
523,George,Hicks,113332.12,2024-10-16,45,369.0
524,Eric,Rogers,86768.83,2019-01-21,47,323.0
525,Gabriela,Martinez,107073.62,2019-07-30,3,348.0
526,Sarah,Coleman,47116.35,2024-07-29,18,126.0
527,Olivia,Key,97998.18,2017-03-11,15,19.0
528,Barbara,Carter,102778.95,2022-08-16,33,346.0
529,Kristen,Baker,79688.97,2018-07-11,30,205.0
530,Bryan,Vaughn,113072.89,2024-10-16,47,23.0
531,Willie,Wright,36117.29,2024-04-12,35,64.0
532,Matthew,Guzman,39787.37,2021-07-16,50,180.0
533,Janice,Mcclure,90200.78,2017-04-25,2,523.0
534,Gregory,Cortez,77994.13,2025-04-24,2,24.0
535,Kelly,Olson,114565.75,2022-06-16,45,396.0
536,Patricia,Nelson,41674.27,2024-08-22,44,316.0
537,Eric,Park,89376.36,2020-07-02,25,403.0
538,Stephanie,Smith,94018.04,2016-04-16,30,43.0
539,Dana,Wilkerson,98175.83,2018-08-12,15,135.0
540,Melissa,Benson,45117.68,2016-09-07,31,108.0
541,Karen,Leblanc,110699.9,2019-02-19,7,537.0
542,Joseph,Gutierrez,53246.24,2017-09-08,17,13.0
543,Steven,Roberts,38810.01,2022-09-12,37,374.0
544,Derrick,Day,66246.03,2024-09-25,22,112.0
545,Elizabeth,Howell,44625.48,2022-08-14,29,197.0
546,Adrian,Kennedy,116356.42,2016-07-02,47,269.0
547,Katie,Brewer,62017.55,2017-11-24,27,259.0
548,Alexander,Murphy,119481.22,2019-08-14,25,264.0
549,Melissa,Davenport,73947.52,2019-12-20,1,193.0
550,Veronica,Wilson,64978.83,2019-12-06,28,95.0
551,Scott,Porter,74951.07,2022-03-31,17,326.0
552,Jacob,Flynn,114305.57,2024-11-09,24,339.0
553,Melissa,Bright,78824.97,2017-02-17,8,128.0
554,Rachael,Evans,94521.9,2018-02-22,11,201.0
555,Seth,Reynolds,70174.22,2023-11-14,45,69.0
556,Sheila,Gonzales,93133.51,2020-05-07,50,256.0
557,Elizabeth,Bryant,104680.84,2016-05-08,35,401.0
558,Joshua,Norman,41358.34,2022-10-16,33,542.0
559,Jessica,Valencia,35011.55,2016-10-11,12,460.0
560,Willie,Kennedy,67103.77,2025-02-24,40,394.0
561,Patricia,Burns,66246.64,2020-08-15,15,218.0
562,Alan,Howell,119044.55,2022-07-22,23,144.0
563,Juan,Wyatt,51551.4,2024-08-11,23,31.0
564,Nicole,Collins,91883.18,2018-08-06,41,52.0
565,Geoffrey,Lewis,94282.85,2025-07-29,32,389.0
566,James,Silva,35791.19,2020-09-18,1,165.0
567,Cassandra,Rice,32003.41,2016-08-16,30,57.0
568,Timothy,Brewer,49940.51,2016-03-21,37,450.0
569,Adrian,Campbell,69924.94,2025-06-23,45,367.0
570,Crystal,Price,66745.6,2025-01-01,4,538.0
571,William,Baker,88918.83,2015-11-22,24,391.0
572,Cheryl,Jones,46965.34,2024-11-05,13,145.0
573,Katrina,Jones,109721.71,2020-04-10,15,43.0
574,Amanda,Hall,80545.13,2024-09-27,32,57.0
575,John,Anderson,103527.86,2024-04-01,20,507.0
576,Ronald,Owens,101724.2,2018-01-31,31,362.0
577,Audrey,Lopez,70173.45,2015-12-05,48,481.0
578,Nancy,Hunter,118093.09,2019-01-22,35,509.0
579,April,Ali,61649.45,2017-02-09,13,205.0
580,Emily,Richardson,82050.44,2016-07-09,14,570.0
581,David,Hernandez,76453.97,2018-03-26,43,53.0
582,Joshua,Gonzalez,116239.69,2025-02-13,23,211.0
583,Isaiah,Reid,44138.67,2022-06-08,40,575.0
584,Cassandra,Scott,116482.2,2017-10-28,4,482.0
585,Wayne,Bray,112947.87,2025-07-09,41,383.0
586,Tamara,Sanchez,50396.54,2023-03-09,2,213.0
587,Angela,Hoffman,49807.97,2019-09-02,39,365.0
588,Justin,Lopez,91902.4,2023-05-10,35,490.0
589,Abigail,Lopez,75376.46,2023-05-01,44,471.0
590,Bianca,Sanchez,85565.13,2017-07-17,28,397.0
591,Jamie,Kim,68561.54,2024-01-05,49,365.0
592,Jo,Anderson,85025.58,2017-02-01,36,176.0
593,Anne,Gilmore,119525.1,2016-11-08,33,100.0
594,Nicholas,Scott,32828.96,2023-11-26,36,291.0
595,Brianna,Hampton,41966.01,2017-05-10,27,476.0
596,Erik,Kennedy,35194.78,2021-05-06,35,496.0
597,Kristina,Rice,67275.63,2016-06-12,14,111.0
598,Jonathan,Riley,63107.12,2023-05-13,11,467.0
599,Heather,Walters,104047.59,2023-01-14,32,24.0
600,Thomas,Wilson,93877.95,2019-10-19,24,143.0
601,Joshua,Schneider,39366.7,2022-06-06,24,80.0
602,Elizabeth,Rodriguez,108626.41,2019-05-17,37,201.0
603,Kristen,Shepherd,83286.72,2022-07-13,23,406.0
604,Tanya,Boyd,34523.32,2023-01-29,26,282.0
605,Kristen,Rose,109921.81,2020-02-18,34,373.0
606,Melissa,Becker,59741.05,2017-01-24,41,104.0
607,Stephanie,Porter,81196.98,2024-09-11,35,396.0
608,Paul,Barton,66111.91,2017-01-07,7,487.0
609,Ralph,Miller,55581.86,2025-05-18,32,356.0
610,Michael,Baker,67675.68,2021-03-31,16,368.0
611,Paul,Hicks,75846.75,2020-05-05,10,380.0
612,Kristine,Moore,100979.22,2020-04-30,12,522.0
613,Kevin,Rice,113166.86,2017-10-30,25,140.0
614,Craig,Gardner,62854.16,2023-04-28,43,291.0
615,Colin,Dorsey,105594.15,2019-04-13,31,155.0
616,Kristin,Taylor,41974.23,2022-05-16,9,609.0
617,Gerald,Cordova,44730.77,2017-11-08,26,131.0
618,Regina,Gallagher,118939.19,2016-05-25,22,246.0
619,Mario,Schneider,108793.41,2018-02-18,6,595.0
620,Adam,Vazquez,76489.69,2024-07-07,41,104.0
621,Ryan,Robinson,59520.31,2019-08-29,14,240.0
622,Ronald,Walters,118710.84,2022-05-31,21,464.0
623,Karina,Butler,106744.79,2021-09-19,14,188.0
624,Christopher,Tyler,100826.67,2017-10-06,28,449.0
625,Brian,Garcia,110667.0,2021-09-26,2,12.0
626,Madeline,Valdez,38170.38,2024-12-23,13,160.0
627,Frederick,Curtis,47548.18,2019-02-23,19,285.0
628,Andrew,Leon,57190.96,2024-04-20,49,502.0
629,Justin,Perez,46098.78,2017-07-10,7,552.0
630,Beverly,Gomez,75410.32,2017-06-25,2,266.0
631,John,Price,110865.83,2018-12-12,41,565.0
632,Ruben,Stephens,61559.87,2016-12-27,49,137.0
633,Jennifer,Butler,47264.59,2018-04-12,2,491.0
634,Kirsten,King,34600.89,2019-08-22,38,17.0
635,Adam,Juarez,102798.16,2023-11-03,4,610.0
636,Hector,Gonzalez,112098.2,2023-09-18,29,599.0
637,Ryan,Morales,110297.36,2021-12-20,45,551.0
638,Becky,Combs,111410.59,2016-04-30,3,237.0
639,Elizabeth,Gonzalez,72993.34,2016-01-04,33,198.0
640,Karen,Simpson,116848.2,2017-09-24,14,508.0
641,Cynthia,Jacobs,36518.27,2016-04-07,34,388.0
642,Jonathan,Sanders,81661.39,2020-11-01,26,360.0
643,Gregory,Lopez,88842.54,2018-06-05,28,30.0
644,Patricia,Jimenez,109850.11,2016-10-12,8,43.0
645,Christopher,Ortega,54796.01,2024-11-23,42,438.0
646,Craig,Edwards,65948.14,2025-02-02,14,148.0
647,Kevin,Espinoza,63607.16,2019-06-23,17,119.0
648,Timothy,Walker,64522.04,2017-05-29,2,544.0
649,Brian,Archer,92902.52,2023-10-07,32,188.0
650,Kevin,Wilson,86844.84,2021-07-02,11,66.0
651,Amy,Marshall,117092.63,2019-12-14,19,226.0
652,Kristen,Mitchell,110994.69,2023-01-24,21,257.0
653,Christine,Ryan,46765.42,2016-12-10,39,356.0
654,Carly,Blake,86905.85,2022-04-04,44,652.0
655,Neil,Clark,113224.17,2016-07-21,36,97.0
656,Michael,Odonnell,103322.83,2025-07-26,33,479.0
657,Timothy,Dixon,93587.73,2017-07-07,7,68.0
658,Kevin,Davis,72265.11,2023-08-24,11,254.0
659,Victoria,Brown,81241.87,2021-02-10,27,332.0
660,Jennifer,Bailey,54247.63,2021-09-10,39,369.0
661,Ronald,Jones,80389.58,2023-04-02,21,494.0
662,Alexander,Wright,55285.34,2016-11-20,14,33.0
663,Debbie,Lewis,54167.08,2017-09-25,44,602.0
664,Ronald,Drake,61424.13,2017-04-29,36,529.0
665,Thomas,Harrington,99229.76,2019-08-25,23,460.0
666,Jennifer,Wright,116615.45,2022-05-29,39,118.0
667,Barbara,Wright,55716.56,2018-02-07,18,36.0
668,Michael,Delgado,30835.69,2020-02-28,22,387.0
669,Robert,Smith,67658.7,2020-12-05,35,26.0
670,Kathleen,Perez,68017.79,2022-06-24,38,149.0
671,Eric,Thomas,110579.86,2025-03-13,7,78.0
672,Ashley,Jackson,101145.13,2025-07-16,17,79.0
673,John,Smith,100062.22,2018-08-15,20,173.0
674,Brooke,Hall,96401.1,2017-01-14,27,496.0
675,Corey,Roy,116994.03,2025-02-14,40,614.0
676,Jason,Singleton,67225.43,2020-04-07,38,373.0
677,Annette,Roman,119697.88,2016-02-08,9,249.0
678,Jasmine,Wilson,114903.96,2019-11-20,14,408.0
679,Amanda,Holder,40602.11,2016-12-10,9,193.0
680,Marcus,King,91265.36,2023-05-18,14,314.0
681,Aaron,Barnett,79926.94,2019-04-24,32,678.0
682,Kenneth,Spencer,80516.29,2022-06-23,24,486.0
683,Julie,Kim,54139.4,2018-03-02,16,502.0
684,Daniel,Ewing,56466.74,2019-04-12,34,113.0
685,Rodney,Mcclure,78616.8,2018-07-22,17,292.0
686,Andrew,Barton,34455.02,2015-10-06,28,277.0
687,Robert,Robinson,76392.78,2024-02-02,38,325.0
688,Lisa,Johnson,51171.27,2021-06-24,25,416.0
689,Brooke,Austin,90623.29,2022-06-26,19,450.0
690,William,Moore,76664.96,2017-07-30,21,197.0
691,Peter,Simmons,74916.27,2022-01-08,46,78.0
692,Alicia,Hardy,31939.67,2019-08-19,5,58.0
693,Timothy,Booth,116781.67,2017-04-30,40,393.0
694,Laura,Joseph,85697.51,2017-03-06,19,155.0
695,Pamela,Downs,89219.2,2023-01-09,37,667.0
696,Eric,Davis,113120.35,2023-09-03,46,297.0
697,Jennifer,Soto,86932.86,2016-01-08,44,659.0
698,Anthony,Dickerson,111821.56,2025-06-28,7,49.0
699,Mary,Harris,84253.19,2021-11-10,8,42.0
700,Heather,Gonzalez,69287.74,2023-01-28,3,465.0
701,Alexis,Lynch,49836.25,2023-01-08,31,257.0
702,Anna,Zavala,72160.74,2018-02-17,4,401.0
703,Mark,Hernandez,73806.82,2017-09-01,20,465.0
704,Kylie,Roberson,114452.7,2021-07-18,3,603.0
705,Stephanie,Collins,117496.02,2020-02-17,5,153.0
706,Patrick,Ruiz,63193.32,2019-07-23,23,110.0
707,Melinda,Garcia,32869.13,2016-05-30,22,570.0
708,Brenda,Morrow,51576.5,2020-08-03,29,385.0
709,Sandra,Palmer,75323.14,2021-10-30,17,220.0
710,Susan,Grant,60574.6,2020-11-16,28,678.0
711,Sandra,Hunter,100676.67,2015-10-10,48,65.0
712,Monica,Villegas,107286.74,2019-06-05,28,514.0
713,Danielle,Romero,71787.06,2023-10-26,39,630.0
714,Charles,Weaver,49366.7,2018-10-01,18,409.0
715,Roberto,Miranda,64558.14,2017-10-16,11,137.0
716,Candice,Wheeler,114168.57,2023-07-15,26,369.0
717,Kathryn,Sandoval,92400.13,2016-11-27,21,82.0
718,Andrea,Oconnell,84155.4,2024-04-06,14,193.0
719,Amy,Yang,81979.18,2018-04-10,29,626.0
720,Margaret,Haney,65515.52,2022-01-23,5,239.0
721,Robert,Pope,82794.18,2020-08-26,16,368.0
722,Teresa,Baker,79975.36,2019-04-10,43,626.0
723,Joseph,Robinson,113841.69,2017-09-04,28,560.0
724,William,Curry,61063.31,2016-08-21,18,224.0
725,Jessica,Adams,106500.64,2021-01-30,39,268.0
726,Ana,Wood,110467.85,2017-02-11,8,503.0
727,Joseph,Pham,36977.28,2018-01-26,37,561.0
728,Victoria,Thomas,48551.64,2019-05-30,38,356.0
729,Brian,Rasmussen,77423.72,2016-08-06,4,484.0
730,Jennifer,Stewart,87792.41,2018-07-11,20,493.0
731,Michelle,Moore,104986.23,2023-08-20,42,263.0
732,Kevin,Owens,42414.08,2015-10-21,18,7.0
733,Jessica,Mitchell,61817.18,2025-05-12,50,203.0
734,Paul,Wright,58809.04,2016-08-30,42,341.0
735,Jennifer,Mack,47581.06,2017-07-27,28,350.0
736,Eric,Smith,52796.93,2015-11-11,1,657.0
737,Lisa,Stafford,57607.83,2024-02-28,28,206.0
738,Amy,Bell,110515.24,2019-09-14,38,88.0
739,Michaela,Flores,103180.04,2016-07-29,29,76.0
740,Christine,Osborne,68944.48,2018-03-21,47,155.0
741,Tammy,Martin,87350.28,2022-11-04,32,274.0
742,Mark,Trujillo,71000.78,2023-12-23,10,595.0
743,Ryan,Booth,32405.49,2022-01-12,36,314.0
744,Thomas,Cole,47044.19,2019-07-11,4,626.0
745,Lisa,Powell,41529.03,2023-07-04,23,620.0
746,Mariah,Holmes,61360.97,2017-08-05,17,410.0
747,Emily,Cobb,101902.89,2024-09-30,1,677.0
748,Samantha,Cummings,56521.14,2022-03-19,47,371.0
749,Roger,Rhodes,95358.72,2015-12-29,46,138.0
750,Robert,Nielsen,70594.83,2019-04-23,10,84.0
751,Kristy,Ward,104153.73,2017-08-10,25,638.0
752,Wanda,Gonzalez,104022.71,2016-09-25,31,576.0
753,Jonathan,Stewart,73892.4,2016-03-24,16,168.0
754,Michael,Jackson,72642.84,2025-02-12,9,41.0
755,Jesus,Watkins,84519.75,2024-02-25,39,584.0
756,Robert,Cowan,36971.51,2022-05-19,12,80.0
757,Jason,Stewart,66924.27,2018-08-16,3,201.0
758,Alison,Ellis,103954.76,2017-01-03,42,582.0
759,David,Jordan,104820.02,2024-11-07,28,156.0
760,Michele,Ortiz,49980.32,2023-05-12,23,646.0
761,Jason,Hill,71599.49,2019-12-24,22,297.0
762,Amber,James,110919.7,2016-11-18,7,341.0
763,Kyle,Fisher,78307.98,2016-09-10,43,40.0
764,Hannah,Wilkerson,45725.41,2025-05-10,33,571.0
765,Joshua,Smith,43578.09,2018-09-26,40,162.0
766,Alexander,Keller,100867.5,2025-07-10,18,501.0
767,Brandon,Smith,42560.69,2016-08-31,11,210.0
768,Jessica,Anderson,95981.92,2019-07-05,15,161.0
769,Natalie,Ramos,76246.81,2017-04-10,40,92.0
770,Ebony,King,54701.55,2016-07-25,39,8.0
771,Tasha,Gaines,84056.32,2021-07-03,50,490.0
772,David,Bennett,40145.99,2022-07-16,1,538.0
773,Troy,Francis,40996.35,2023-02-23,10,657.0
774,Sonya,Taylor,102315.6,2018-08-10,17,512.0
775,Erica,Arnold,63597.57,2016-03-07,8,672.0
776,Andrew,Peterson,107449.99,2019-08-20,2,249.0
777,Donna,May,45156.51,2018-08-05,9,20.0
778,William,White,111129.47,2019-10-05,38,114.0
779,Keith,Roberts,82867.83,2025-01-23,41,760.0
780,Jonathan,Martinez,34706.64,2024-12-16,40,194.0
781,Ricardo,Howard,83802.19,2018-10-04,6,289.0
782,Michele,Jones,117081.05,2016-02-15,3,376.0
783,Krystal,Carter,75884.37,2019-04-03,20,531.0
784,Jeremy,Ruiz,89016.23,2025-04-30,6,405.0
785,Keith,Rodriguez,65907.24,2016-10-20,11,518.0
786,Bridget,Cox,101270.86,2022-09-19,36,405.0
787,Aaron,Matthews,57819.3,2018-03-16,37,217.0
788,Monica,Mitchell,33053.51,2024-09-21,31,495.0
789,Lisa,Carr,62293.21,2018-08-13,5,176.0
790,Dylan,Rodriguez,56655.95,2018-01-02,1,347.0
791,Ashley,Mathews,35500.45,2023-05-27,25,662.0
792,Richard,Powers,117865.8,2022-04-27,32,655.0
793,Keith,Elliott,66077.99,2017-05-13,19,552.0
794,Emily,Romero,75693.63,2018-04-24,21,529.0
795,Steve,English,114882.79,2024-02-02,26,757.0
796,Judith,Salazar,60842.07,2021-01-08,24,728.0
797,Bryan,Ali,114426.5,2025-07-30,35,285.0
798,Jordan,Smith,59539.26,2022-08-26,25,310.0
799,Thomas,Robbins,80426.04,2025-09-12,39,326.0
800,Sharon,Franklin,78806.36,2021-08-14,47,388.0
801,Robert,Calhoun,41252.82,2017-11-14,32,710.0
802,Bruce,Jones,34903.19,2020-03-22,40,436.0
803,Jason,Buchanan,87349.36,2022-12-27,24,8.0
804,Jennifer,Miller,33177.12,2016-09-04,47,397.0
805,Diana,Lewis,33116.14,2023-02-27,48,443.0
806,Janet,Martin,66247.52,2022-05-08,39,760.0
807,John,Hill,61005.76,2016-07-22,31,2.0
808,Jill,Calhoun,46177.21,2016-05-12,45,514.0
809,Colin,Rodriguez,30487.04,2021-09-20,36,281.0
810,Jaime,Deleon,118665.35,2017-08-31,5,73.0
811,Isaac,Meadows,52698.18,2016-03-24,14,564.0
812,Rebecca,Richardson,49280.85,2023-06-15,38,465.0
813,Wendy,Clark,59757.31,2017-11-27,38,381.0
814,Sabrina,Michael,114097.69,2025-04-06,11,759.0
815,Cory,Smith,80514.35,2016-02-25,45,541.0
816,Kristie,Marquez,30842.0,2021-08-31,32,492.0
817,Patrick,Ross,41445.05,2024-11-28,47,284.0
818,Julia,Flores,108805.58,2022-12-29,28,595.0
819,Jacob,Daniel,54188.11,2017-11-14,22,628.0
820,Beth,Collins,76049.62,2024-10-21,49,280.0
821,Samantha,Fischer,90710.01,2017-03-11,14,34.0
822,David,Becker,91115.55,2023-08-04,20,329.0
823,Cynthia,Lawrence,55989.03,2025-04-26,4,314.0
824,Shannon,Logan,72811.47,2023-04-30,15,730.0
825,Nancy,Ortega,49933.08,2018-02-20,7,747.0
826,Breanna,Mcconnell,50865.77,2020-01-14,4,630.0
827,Katherine,Lopez,37372.9,2020-05-25,23,278.0
828,Daniel,Howard,49376.27,2020-10-08,8,47.0
829,Elizabeth,Chavez,99406.08,2024-09-30,47,305.0
830,Amber,Rubio,91119.07,2024-12-23,6,173.0
831,David,Garrett,53813.47,2020-06-25,30,198.0
832,Daniel,Ford,52333.66,2025-06-02,22,441.0
833,Hannah,Sandoval,116751.32,2023-09-17,29,367.0
834,Nicole,Velasquez,49368.76,2016-10-05,48,712.0
835,John,Perez,87648.81,2017-02-27,14,806.0
836,Andrea,Cooper,102274.34,2016-09-05,24,730.0
837,Kevin,Reese,88990.63,2022-04-01,4,260.0
838,Leah,Adams,43450.86,2020-12-14,4,153.0
839,Kenneth,Rodriguez,56328.51,2016-10-21,11,55.0
840,Michael,Campbell,81602.14,2016-03-15,20,496.0
841,Kyle,Williams,100051.17,2020-10-22,7,237.0
842,Danielle,Hale,53720.96,2025-04-27,14,665.0
843,Kristine,Davis,96520.7,2019-09-13,21,386.0
844,Kenneth,Jensen,69837.27,2019-10-09,10,654.0
845,Joyce,Rush,39008.67,2024-03-17,49,101.0
846,Christopher,Holmes,51997.39,2020-08-09,14,661.0
847,Maria,Diaz,102340.51,2021-06-19,4,221.0
848,Denise,Martin,96109.36,2024-07-11,42,317.0
849,Travis,Blair,110524.08,2023-09-30,21,148.0
850,Jennifer,Martin,79329.7,2018-09-12,38,235.0
851,Molly,Crawford,65105.53,2022-09-27,29,32.0
852,Clayton,Chen,34469.7,2018-04-22,36,765.0
853,Nathan,Bennett,32861.76,2025-08-28,29,831.0
854,Melody,Greene,39331.15,2020-04-11,39,340.0
855,Sierra,Shepard,44833.66,2017-03-23,35,200.0
856,Holly,Garcia,119696.86,2016-01-22,25,643.0
857,Ashley,Hill,117619.71,2023-10-10,1,450.0
858,Yvette,Arroyo,51159.84,2019-06-10,1,2.0
859,Angela,Parker,48082.87,2019-01-14,34,688.0
860,Marcus,Wilson,53088.88,2019-06-30,25,54.0
861,Lori,Donovan,52883.47,2018-10-21,5,331.0
862,Robert,Clements,60001.09,2021-08-14,49,435.0
863,Jim,Marquez,93424.47,2018-03-31,22,548.0
864,Janice,Mejia,50077.23,2017-12-31,17,560.0
865,Rachel,Brown,31061.54,2021-12-07,50,652.0
866,Mary,Wagner,64396.85,2019-08-30,2,431.0
867,Eric,Clarke,114628.6,2019-10-10,6,112.0
868,Emily,Jordan,42168.56,2021-04-28,27,145.0
869,Alicia,Patterson,110814.61,2018-09-04,36,209.0
870,Lisa,Bishop,119130.98,2023-08-04,44,398.0
871,Russell,Giles,118395.79,2022-12-15,30,462.0
872,Kathryn,Dyer,90640.16,2021-01-06,31,726.0
873,Daniel,Martin,69598.12,2021-06-18,42,197.0
874,Amy,Klein,118895.78,2021-08-25,5,56.0
875,Christopher,Ford,111394.7,2018-05-28,18,398.0
876,Linda,Ray,70716.61,2023-06-17,48,255.0
877,Michelle,Reynolds,77248.47,2024-03-23,25,436.0
878,Brenda,Wilson,93892.27,2024-09-16,35,810.0
879,Gary,Wilson,66936.56,2024-11-07,46,342.0
880,Samuel,Carpenter,92135.81,2017-02-21,36,76.0
881,Victoria,Lee,105880.94,2025-03-07,36,20.0
882,Allen,Huffman,44933.22,2025-08-02,32,206.0
883,Jason,Brooks,50516.98,2024-05-16,22,315.0
884,Ashley,Robinson,104058.6,2020-08-26,2,660.0
885,Derek,Ali,96559.02,2018-03-29,28,753.0
886,Garrett,Weaver,88532.45,2018-09-21,19,477.0
887,David,King,77037.05,2021-05-06,22,215.0
888,Donna,Brown,109973.26,2017-04-21,46,533.0
889,Karen,Stephens,117557.41,2018-03-14,10,477.0
890,Pamela,Miller,41849.25,2017-12-31,4,578.0
891,Christine,Villarreal,58786.13,2018-08-05,24,864.0
892,Candice,Dalton,38401.9,2020-01-29,25,710.0
893,Patricia,Coleman,105419.29,2025-03-17,24,130.0
894,Sarah,Kelley,84524.92,2025-03-29,14,445.0
895,Erin,Anderson,90024.2,2022-10-03,41,126.0
896,Robert,Lynn,108801.23,2018-01-12,21,225.0
897,Crystal,Walker,86555.36,2017-10-27,15,286.0
898,Diana,Ryan,112493.4,2016-12-19,25,421.0
899,John,Keller,61749.02,2019-12-17,18,375.0
900,Ryan,Irwin,90225.43,2017-08-22,6,539.0
901,Nicholas,Carson,104016.94,2022-08-31,18,544.0
902,Maria,Anderson,80723.09,2022-03-31,11,366.0
903,Rachel,Salazar,71988.14,2024-05-13,12,19.0
904,Seth,Estrada,38733.47,2017-11-19,47,486.0
905,Robyn,Cunningham,63483.85,2025-04-07,34,702.0
906,Lonnie,Johnson,86825.75,2019-01-11,17,456.0
907,David,Hubbard,67716.34,2019-12-04,48,515.0
908,Eric,Wilson,87144.01,2023-03-27,16,718.0
909,Antonio,Willis,75266.07,2024-01-15,40,385.0
910,Anna,Griffith,77455.56,2018-08-18,22,94.0
911,Alfred,Howard,33294.25,2016-10-06,18,60.0
912,Cynthia,Kemp,48643.0,2016-04-13,40,560.0
913,Ashley,Lester,70406.16,2022-02-02,9,590.0
914,Sally,Stanley,49107.88,2018-08-01,9,472.0
915,Christopher,Goodwin,94852.42,2016-11-08,43,155.0
916,Melissa,Young,114595.8,2023-09-06,6,233.0
917,Tammy,Anderson,42180.32,2019-07-09,17,126.0
918,Michael,Burns,47463.15,2024-10-31,2,524.0
919,Luis,Sharp,81838.26,2019-08-30,49,
920,James,Tran,71799.89,2019-12-15,11,41.0
921,Antonio,Vazquez,97297.42,2022-07-04,11,386.0
922,Jason,Tucker,41807.83,2020-10-25,24,68.0
923,Jacqueline,Glover,93850.18,2021-08-02,18,673.0
924,Christine,Stout,93230.54,2018-11-25,1,417.0
925,Melinda,Stark,110131.06,2017-05-28,21,874.0
926,Michael,George,114450.42,2019-08-23,41,178.0
927,Brian,Baldwin,80725.23,2022-08-26,6,348.0
928,Jennifer,Allison,104361.15,2024-06-27,11,761.0
929,Benjamin,Gutierrez,45426.75,2023-07-05,18,548.0
930,Angela,Miles,91769.89,2020-02-12,13,902.0
931,Jonathon,Taylor,102678.98,2024-10-17,45,589.0
932,Renee,Moore,106842.69,2024-05-03,20,571.0
933,Nancy,Mayer,90244.98,2025-06-23,23,775.0
934,Francisco,Garcia,54182.61,2019-01-01,10,72.0
935,Jeffrey,Yates,111945.18,2020-07-30,10,46.0
936,Katie,Garner,101120.51,2023-11-26,19,922.0
937,Benjamin,Bryant,119432.62,2021-09-12,40,518.0
938,Charles,Wilson,51870.93,2022-09-21,14,331.0
939,Becky,Martinez,66860.56,2023-02-12,20,22.0
940,Roger,Tran,118546.19,2016-04-15,22,836.0
941,James,Ramirez,71737.72,2023-12-22,10,343.0
942,Kelly,Baker,112438.11,2017-06-25,27,8.0
943,Mark,Smith,119026.52,2017-06-07,1,446.0
944,Cheryl,Martinez,91605.5,2015-09-17,17,107.0
945,Audrey,Gutierrez,94839.85,2018-03-17,2,392.0
946,Eric,Herman,108547.93,2019-02-05,24,868.0
947,Howard,Parks,92395.53,2022-03-15,25,426.0
948,Terri,Blanchard,81518.76,2016-01-04,18,889.0
949,Allison,Lee,46341.18,2024-11-23,43,915.0
950,Vanessa,Sharp,37922.19,2019-11-05,11,569.0
